branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT03420638,NCT03420638_exc__item2_C1,NCT03420638_exc__item2,C1,exclusion_criteria.children[1],condition,coagulation disorders,exists,null,,,computable,Presence of coagulation disorders,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item3_C1,NCT03420638_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,analgesic dependence,exists,null,,,computable,Current or previous history of analgesic dependence,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item3_C2,NCT03420638_exc__item3,C2,exclusion_criteria.children[2].children[1],condition,analgesic dependence,exists,null,,,computable,Current or previous history of analgesic dependence,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item4_C1,NCT03420638_exc__item4,C1,exclusion_criteria.children[3],condition,Allergy,exists,null,,,computable,Allergy to any of the drugs used in the study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item5_C1,NCT03420638_exc__item5,C1,exclusion_criteria.children[4].children[0],condition,pregnant,exists,null,,,computable,Women pregnant,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item5_C2,NCT03420638_exc__item5,C2,exclusion_criteria.children[4].children[1],condition,lactating,exists,null,,,computable,lactating,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item5_C3,NCT03420638_exc__item5,C3,exclusion_criteria.children[4].children[2],condition,pregnant,exists,null,,,computable,women planning to become pregnant,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item6_C1,NCT03420638_exc__item6,C1,exclusion_criteria.children[5],condition,hearing loss,exists,null,,,computable,Presence of hearing loss,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item7_C1,NCT03420638_exc__item7,C1,exclusion_criteria.children[6],condition,cardiovascular comorbidities,exists,null,,,computable,Presence of cardiovascular comorbidities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item8_C1,NCT03420638_exc__item8,C1,exclusion_criteria.children[7],condition,hepatic comorbidities,exists,null,,,computable,Presence of hepatic comorbidities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item9_C1,NCT03420638_exc__item9,C1,exclusion_criteria.children[8],condition,kidney comorbidities,exists,null,,,computable,Presence of kidney comorbidities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03420638,NCT03420638_exc__item10_C1,NCT03420638_exc__item10,C1,exclusion_criteria.children[9],condition,cognitive disabilities,exists,null,,,computable,Presence of cognitive disabilities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item1_C1,NCT03132259_inc__item1,C1,inclusion_criteria.children[0],demographic,Age,between,range,"{""min"": 18, ""max"": 65}",year,computable,Age18-65,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item2_C1,NCT03132259_inc__item2,C1,inclusion_criteria.children[1].children[0],lab,ASA,exists,null,,,computable,ASA 1-2,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item2_C2,NCT03132259_inc__item2,C2,inclusion_criteria.children[1].children[1],lab,ASA,exists,null,,,computable,ASA 1-2,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item3_C1,NCT03132259_inc__item3,C1,inclusion_criteria.children[2],condition,Pituitary Tumor,exists,null,,,computable,Elective TNTS resection of Pituitary Tumor,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item4_C1,NCT03132259_inc__item4,C1,inclusion_criteria.children[3],drug,narcotic,not_exists,null,,,computable,No narcotic before surgery as premedication,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_inc__item5_C1,NCT03132259_inc__item5,C1,inclusion_criteria.children[4],other,able to extubate,exists,null,,,non_computable,Able to Extubate,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item1_C1,NCT03132259_exc__item1,C1,exclusion_criteria.children[0],lab,GCS,<,scalar,15,G,computable,GCS less than 15,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item2_C1,NCT03132259_exc__item2,C1,exclusion_criteria.children[1],lab,Heart Rate,<,scalar,50,,computable,Preoperative Heart Rate less than 50 beat/min,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item3_C1,NCT03132259_exc__item3,C1,exclusion_criteria.children[2],drug,Beta-Blockers,not_exists,null,,,computable,No Beta-Blockers,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item4_C1,NCT03132259_exc__item4,C1,exclusion_criteria.children[3],condition,Pregnant,exists,null,,,computable,Pregnant patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item5_C1,NCT03132259_exc__item5,C1,exclusion_criteria.children[4].children[0],drug,Alpha-Methyldopa,exists,null,,,partial,"Take any Alpha-Methyldopa, Clonodine, Other Alpha-2 Adrenergic Agonist",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item5_C2,NCT03132259_exc__item5,C2,exclusion_criteria.children[4].children[1],drug,Clonodine,exists,null,,,partial,"Take any Alpha-Methyldopa, Clonodine, Other Alpha-2 Adrenergic Agonist",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item5_C3,NCT03132259_exc__item5,C3,exclusion_criteria.children[4].children[2],drug,Alpha-2 Adrenergic Agonist,exists,null,,,computable,"Take any Alpha-Methyldopa, Clonodine, Other Alpha-2 Adrenergic Agonist",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item6_C1,NCT03132259_exc__item6,C1,exclusion_criteria.children[5],condition,Hemodynamic unstable,exists,null,,,computable,Hemodynamic unstable,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item7_C1,NCT03132259_exc__item7,C1,exclusion_criteria.children[6],vital,Systolic BP,>,scalar,160,mmHg,computable,Systolic BP more than 160mmHg,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item8_C1,NCT03132259_exc__item8,C1,exclusion_criteria.children[7],condition,CAD,exists,null,,,computable,CAD,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item9_C1,NCT03132259_exc__item9,C1,exclusion_criteria.children[8],condition,Renal insuffuciency,exists,null,,,computable,Renal insuffuciency,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item10_C1,NCT03132259_exc__item10,C1,exclusion_criteria.children[9].children[0],condition,Allergy,exists,null,,,computable,Allergy in dexmedethomidine and opioid,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item10_C2,NCT03132259_exc__item10,C2,exclusion_criteria.children[9].children[1],condition,Allergy,exists,null,,,computable,Allergy in dexmedethomidine and opioid,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item11_C1,NCT03132259_exc__item11,C1,exclusion_criteria.children[10],vital,BMI,>,scalar,30,,computable,BMI more than 30,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03132259,NCT03132259_exc__item12_C1,NCT03132259_exc__item12,C1,exclusion_criteria.children[11],other,denied consent,exists,null,,,partial,Denied consent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C1,NCT00904202_inc__item1,C1,inclusion_criteria.children[0].children[0],condition,PHN,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C2,NCT00904202_inc__item1,C2,inclusion_criteria.children[0].children[1],condition,DN,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C3,NCT00904202_inc__item1,C3,inclusion_criteria.children[0].children[2],condition,CRPS,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C4,NCT00904202_inc__item1,C4,inclusion_criteria.children[0].children[3],condition,carpal tunnel syndrome,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C5,NCT00904202_inc__item1,C5,inclusion_criteria.children[0].children[4],condition,HIV neuropathy,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C6,NCT00904202_inc__item1,C6,inclusion_criteria.children[0].children[5],condition,idiopathic sensory neuropathy,exists,null,,,computable,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item1_C7,NCT00904202_inc__item1,C7,inclusion_criteria.children[0].children[6],condition,other peripheral neuropathy (upon mutual agreement of the sponsor and investigator),exists,null,,,partial,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item2_C1,NCT00904202_inc__item2,C1,inclusion_criteria.children[1].children[0],condition,PHN,exists,null,,,computable,Patients with PHN,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item2_C2,NCT00904202_inc__item2,C2,inclusion_criteria.children[1].children[1],condition,pain,>,scalar,3,months,computable,must have had pain >3 months after rash healing,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00904202,NCT00904202_inc__item3_C1,NCT00904202_inc__item3,C1,inclusion_criteria.children[2].children[0].children[0],condition,DN,exists,null,,,computable,Patients with DN,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item3_C2,NCT00904202_inc__item3,C2,inclusion_criteria.children[2].children[0].children[1],condition,Type I or II diabetes,exists,null,,,computable,must have had Type I or II diabetes,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item3_C3,NCT00904202_inc__item3,C3,inclusion_criteria.children[2].children[1].children[0],condition,Type I or II diabetes,exists,null,,,computable,must have had Type I or II diabetes,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item3_C4,NCT00904202_inc__item3,C4,inclusion_criteria.children[2].children[1].children[1],condition,painful distal symmetric sensorimotor polyneuropathy of the lower extremities,exists,null,,,partial,painful distal symmetric sensorimotor polyneuropathy with or without dynamic allodynia of the lower extremities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item3_C5,NCT00904202_inc__item3,C5,inclusion_criteria.children[2].children[1].children[2],condition,dynamic allodynia of the lower extremities,exists,null,,,partial,with or without dynamic allodynia of the lower extremities,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item4_C1,NCT00904202_inc__item4,C1,inclusion_criteria.children[3],condition,CRPS,exists,null,,,computable,Patients with CRPS must have met current IASP (International Association for the Study of Pain) diagnostic criteria,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item5_C1,NCT00904202_inc__item5,C1,inclusion_criteria.children[4].children[0],condition,carpal tunnel syndrome,exists,null,,,computable,Patients with carpal tunnel syndrome,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item5_C2,NCT00904202_inc__item5,C2,inclusion_criteria.children[4].children[1],procedure,"clinical neurological examination (e.g., Phalen's and Tinel's signs)",exists,null,,,partial,"a diagnosis by combination clinical neurological examination (e.g., Phalen's and Tinel's signs)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item5_C3,NCT00904202_inc__item5,C3,inclusion_criteria.children[4].children[2],procedure,electrodiagnostic testing,exists,null,,,computable,electrodiagnostic testing,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item5_C4,NCT00904202_inc__item5,C4,inclusion_criteria.children[4].children[3],condition,painful symptoms,>=,scalar,3,months,computable,daily painful symptoms of at least 3 months' duration,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00904202,NCT00904202_inc__item6_C1,NCT00904202_inc__item6,C1,inclusion_criteria.children[5].children[0],condition,HIV neuropathy,exists,null,,,computable,Patients with HIV neuropathy must have had HIV,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item6_C2,NCT00904202_inc__item6,C2,inclusion_criteria.children[5].children[1],condition,peripheral neuropathy,exists,null,,,computable,subjective symptoms of painful peripheral neuropathy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item6_C3,NCT00904202_inc__item6,C3,inclusion_criteria.children[5].children[2],condition,painful symptoms,>=,scalar,3,months,computable,daily painful symptoms of at least 3 months' duration,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00904202,NCT00904202_inc__item7_C1,NCT00904202_inc__item7,C1,inclusion_criteria.children[6].children[0],condition,sensory neuropathy,exists,null,,,computable,Patients with idiopathic sensory neuropathy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00904202,NCT00904202_inc__item7_C2,NCT00904202_inc__item7,C2,inclusion_criteria.children[6].children[1],condition,pain,>=,scalar,3,months,computable,must have had pain of at least 3 months' duration,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00904202,NCT00904202_inc__item8_C1,NCT00904202_inc__item8,C1,inclusion_criteria.children[7],lab,daily pain rating,>,scalar,4,,computable,Reached an average daily pain rating during the baseline week of pain ratings greater than 4 on the 0-to-10 numerical pain rating scale (Question 5 of the BPI),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
