branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT03404804,NCT03404804_exc__item7_C1,NCT03404804_exc__item7,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,cardiac conditions,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item7_C2,NCT03404804_exc__item7,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,high blood pressure,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item7_C3,NCT03404804_exc__item7,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,migraine headaches,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item7_C4,NCT03404804_exc__item7,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,glaucoma,exists,null,null,,computable,,"child has a history of a condition that requires a beta blocker medicine for cardiac conditions, high blood pressure, migraine headaches, or eye drops for glaucoma",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item8_C1,NCT03404804_exc__item8,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,rash,exists,null,null,,computable,,"Children who present to the PED with a rash, vomiting or current asthma symptoms including coughing, wheezing or breathing problems will also be excluded",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_semantic_high_risk
A,NCT03404804,NCT03404804_exc__item8_C2,NCT03404804_exc__item8,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,vomiting,exists,null,null,,computable,,"Children who present to the PED with a rash, vomiting or current asthma symptoms including coughing, wheezing or breathing problems will also be excluded",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_semantic_high_risk
A,NCT03404804,NCT03404804_exc__item8_C3,NCT03404804_exc__item8,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,asthma symptoms,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item8_C4,NCT03404804_exc__item8,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,asthma symptoms,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item8_C5,NCT03404804_exc__item8,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,breathing problems,exists,null,null,,computable,,"current asthma symptoms including coughing, wheezing or breathing problems",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_exc__item9_C1,NCT03404804_exc__item9,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,admitted,exists,null,null,,computable,,Patients being admitted to the hospital,high_support_not_auto_accept,0.945136,0.054864,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_exc__item9_C2,NCT03404804_exc__item9,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,condition,ill,exists,null,null,,computable,,those who are deemed too acutely ill for participation,intermediate_support,0.674117,0.325883,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item9_C3,NCT03404804_exc__item9,C3,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,triage level,exists,null,null,,computable,,(triage level 1 or 2 or as determined by the ED patient care team),review_priority,0.35,0.65,quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,A__NCT03404804_exc__item9_C3__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_exc__item9_C4,NCT03404804_exc__item9,C4,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,triage level,exists,null,null,,computable,,(triage level 1 or 2 or as determined by the ED patient care team),review_priority,0.35,0.65,quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,A__NCT03404804_exc__item9_C4__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_exc__item9_C5,NCT03404804_exc__item9,C5,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,triage level,exists,null,null,,computable,,(triage level 1 or 2 or as determined by the ED patient care team),review_priority,0.35,0.65,quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,A__NCT03404804_exc__item9_C5__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT03404804,NCT03404804_exc__item10_C1,NCT03404804_exc__item10,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,non-English speaking families,exists,null,null,,partial,Entity typing is weak and may require later review.,"During this pilot study, we will exclude non-English speaking families.",intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item11_C1,NCT03404804_exc__item11,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,children who are wards of the state,exists,null,null,,partial,Entity typing is weak and may require later review.,"Children who are wards of the state, in foster care or police custody or detention will be excluded.",intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT03404804,NCT03404804_exc__item11_C2,NCT03404804_exc__item11,C2,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,in foster care,exists,null,null,,non_computable,Foster care placement is an administrative/legal status not reliably captured as standard patient-level clinical data.,"Children who are wards of the state, in foster care or police custody or detention will be excluded.",intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03404804_exc__item11_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT03404804,NCT03404804_exc__item11_C3,NCT03404804_exc__item11,C3,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,in police custody,exists,null,null,,non_computable,Police custody status is legal/administrative and not reliably represented as standard patient-level clinical data.,"Children who are wards of the state, in foster care or police custody or detention will be excluded.",review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03404804_exc__item11_C3__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT03404804,NCT03404804_exc__item11_C4,NCT03404804_exc__item11,C4,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,in detention,exists,null,null,,non_computable,Detention status is legal/administrative and not reliably represented as standard patient-level clinical data.,"Children who are wards of the state, in foster care or police custody or detention will be excluded.",review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03404804_exc__item11_C4__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT03404804,NCT03404804_exc__item12_C1,NCT03404804_exc__item12,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,minor accidents,exists,null,null,,computable,,"Children with any basal condition (trauma, infection, minor accidents, etc..)",high_support_not_auto_accept,0.995245,0.004755,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03400735,NCT03400735_inc__item1_C1,NCT03400735_inc__item1,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,condition,chronic bronchitis,exists,null,null,,computable,,The diagnosis of chronic bronchitis,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03400735_inc__item1_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context""]",,B_current,pass,accept,B_accept
A,NCT03400735,NCT03400735_inc__item2_C1,NCT03400735_inc__item2,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,condition,community-acquired pneumoniae,exists,null,null,,computable,,The diagnosis of community-acquired pneumoniae,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03400735_inc__item2_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context""]",,B_current,pass,accept,B_accept
A,NCT03400735,NCT03400735_inc__item3_C1,NCT03400735_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,FEV1 value,=,scalar,1,,computable,,FEV1 value = 30-80%,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03400735,NCT03400735_inc__item4_C1,NCT03400735_inc__item4,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,condition,mild-severe acute exacerbation of chronic bronchitis (AECB),exists,null,null,,partial,Severity range (mild-severe) is stated but not operationalized with a specific scale or thresholds.,The diagnosis of mild-severe acute exacerbation of chronic bronchitis (AECB),review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03400735_inc__item4_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT03400735,NCT03400735_inc__item5_C1,NCT03400735_inc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,Oxygen saturation,<,scalar,90,%,computable,,Oxygen saturation < 90%,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03400735,NCT03400735_exc__item1_C1,NCT03400735_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Pregnancy,exists,null,null,,computable,,Pregnancy,high_support_not_auto_accept,0.97409,0.02591,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03400735,NCT03400735_exc__item1_C2,NCT03400735_exc__item1,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,breastfeeding,exists,null,null,,partial,Entity typing is weak and may require later review.,breastfeeding,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03400735,NCT03400735_exc__item2_C1,NCT03400735_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Allergy,exists,null,null,,computable,,Allergy against to penicillin or cephalosporins,high_support_not_auto_accept,0.996895,0.003105,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT03400735,NCT03400735_exc__item2_C2,NCT03400735_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Allergy,exists,null,null,,computable,,Allergy against to penicillin or cephalosporins,high_support_not_auto_accept,0.996895,0.003105,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT03400735,NCT03400735_exc__item3_C1,NCT03400735_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Renal impairment,exists,null,null,,computable,,Renal impairment,high_support_not_auto_accept,0.997525,0.002475,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03400735,NCT03400735_exc__item4_C1,NCT03400735_exc__item4,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,hepatic disease,exists,null,null,,computable,,Active hepatic disease,review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03400735,NCT03400735_exc__item5_C1,NCT03400735_exc__item5,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,drug,Antibiotic,exists,null,null,,partial,Contains exception or conditional nuance that may need later verification.,Antibiotic use except study drugs,review_priority,0.4,0.6,condition_or_exception_marker_without_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03400735,NCT03400735_exc__item5_C2,NCT03400735_exc__item5,C2,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,drug,study drugs,not_exists,null,null,,partial,Contains exception or conditional nuance that may need later verification.,except study drugs,review_priority,0.4,0.6,condition_or_exception_marker_without_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03400735,NCT03400735_exc__item6_C1,NCT03400735_exc__item6,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,therapy,immunosuppressive therapy,exists,null,null,,partial,"Anchor event 'study initiation' is ambiguous (could be screening, randomization, or treatment start).",Immunosuppressive therapy before 6 months of study initiation,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT03400735_exc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
