branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT00917891,NCT00917891_exc__item6_C6,NCT00917891_exc__item6,C6,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,colposcopy,exists,null,null,,computable,,and/or colposcopy,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item7_C1,NCT00917891_exc__item7,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,urogenital or uterine prolapse,exists,null,null,,computable,,History of significant urogenital or uterine prolapse,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item7_C2,NCT00917891_exc__item7,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,urogenital or uterine prolapse,exists,null,null,,computable,,History of significant urogenital or uterine prolapse,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item7_C3,NCT00917891_exc__item7,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,vaginal bleeding,exists,null,null,,computable,,undiagnosed vaginal bleeding,high_support_not_auto_accept,0.997577,0.002423,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_exc__item7_C4,NCT00917891_exc__item7,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,urethral obstruction,exists,null,null,,computable,,urethral obstruction,high_support_not_auto_accept,0.997663,0.002337,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT00917891,NCT00917891_exc__item8_C1,NCT00917891_exc__item8,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,Pap smear,exists,null,null,,computable,,"Pap smear result at screening that requires cryotherapy, biopsy, treatment (other than for infection), or further evaluation",review_priority,0.4,0.6,temporal_marker_without_temporal_context|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item8_C1__A_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item8_C2,NCT00917891_exc__item8,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,requires biopsy,exists,null,null,,partial,Pap smear result details and the clinical determination that biopsy is required may not be directly represented as structured patient-level data.,Pap smear result at screening that requires biopsy,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|entity_text_not_aligned_with_any_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item8_C2__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context"", ""computability"", ""non_computable_reason"", ""evidence_text""]",,B_dejure_best,pass,partial,B_computability_review
A,NCT00917891,NCT00917891_exc__item8_C3,NCT00917891_exc__item8,C3,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,procedure,"cryotherapy, biopsy, treatment (other than for infection), or further evaluation",exists,null,null,,partial,The specific indication that treatment is required (and that it is not for infection) may not be directly represented as structured patient-level data.,"Pap smear result at screening that requires cryotherapy, biopsy, treatment (other than for infection), or further evaluation",review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|entity_text_not_aligned_with_any_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item8_C3__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,B_dejure_best,pass,human_review,B_llm_verifier
A,NCT00917891,NCT00917891_exc__item8_C4,NCT00917891_exc__item8,C4,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,Pap smear,exists,null,null,,computable,,"Pap smear result at screening that requires cryotherapy, biopsy, treatment (other than for infection), or further evaluation",review_priority,0.4,0.6,temporal_marker_without_temporal_context|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item8_C4__A_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C1,NCT00917891_exc__item9,C1,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,lab,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",in,list,"[""Grade 2"", ""Grade 3"", ""Grade 4""]",,partial,Specific hematology/chemistry/urinalysis lab test(s) and DAIDS grading thresholds are not specified; grading may not be directly available as structured patient data.,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",intermediate_support,0.7,0.3,computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item9_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_dejure_best,pass,human_review,B_llm_verifier
A,NCT00917891,NCT00917891_exc__item9_C2,NCT00917891_exc__item9,C2,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C2__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C3,NCT00917891_exc__item9,C3,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C3__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C4,NCT00917891_exc__item9,C4,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C4__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C5,NCT00917891_exc__item9,C5,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C5__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C6,NCT00917891_exc__item9,C6,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C6__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C7,NCT00917891_exc__item9,C7,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C7__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C8,NCT00917891_exc__item9,C8,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C8__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item9_C9,NCT00917891_exc__item9,C9,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,DAIDS Table for Grading Adverse Experiences,exists,null,null,,computable,,"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",review_priority,0.35,0.65,temporal_marker_without_temporal_context|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_exc__item9_C9__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item10_C1,NCT00917891_exc__item10,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,condition,unexplained abnormal bleeding per vagina,exists,null,null,,partial,Unclear how to operationalize 'unexplained' from structured patient-level data without specifying diagnostic workup.,"Unexplained, undiagnosed abnormal bleeding per vagina",review_priority,0.45,0.55,entity_not_grounded_in_evidence_or_item|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item10_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item10_C2,NCT00917891_exc__item10,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,condition,undiagnosed abnormal bleeding per vagina,exists,null,null,,partial,Unclear how to determine 'undiagnosed' status from structured data without specifying required diagnostic evaluation.,"Unexplained, undiagnosed abnormal bleeding per vagina",intermediate_support,0.7,0.3,computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item10_C2__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT00917891,NCT00917891_exc__item10_C3,NCT00917891_exc__item10,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,bleeding per vagina,exists,null,null,,computable,,bleeding per vagina during or following vaginal intercourse,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item10_C4,NCT00917891_exc__item10,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,bleeding per vagina,exists,null,null,,computable,,bleeding per vagina during or following vaginal intercourse,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
