plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support,manual_A_pre_label,manual_B_pre_label,manual_A_pre_label_raw,manual_B_pre_label_raw,manual_A_pre_issue_type,manual_B_pre_issue_type,manual_B_vs_A_pre,manual_A_pre_is_error,manual_B_pre_is_error,target_branch_pre_label,target_branch_pre_is_error,has_any_manual_pre_label
A__NCT02884115_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02884115_exc__item2_C1,NCT02884115,NCT02884115_exc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,temporal_marker_without_temporal_context,,entity_type_not_supported_by_best_anchor;high_semantic:temporal_marker_without_temporal_context;layer1_policy_mandatory_rescue_or_review;temporal_marker_without_temporal_context,review_priority,0.4,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02884115_inc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02884115_inc__item1_C1,NCT02884115,NCT02884115_inc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duration_marker_missing_from_temporal_context,,duration_marker_missing_from_temporal_context;high_semantic:duration_marker_missing_from_temporal_context;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;quantitative_cue_not_represented,review_priority,0.35,llm_verifier,reference_review_priority,0.4,reference_high_support_not_auto_accept,0.9,,,,,,,missing,0,0,,0,0
A__NCT02885909_inc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02885909_inc__item1_C1,NCT02885909,NCT02885909_inc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;quantitative_cue_not_represented,review_priority,0.35,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02885909_inc__item1_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02885909_inc__item1_C2,NCT02885909,NCT02885909_inc__item1,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;quantitative_cue_not_represented,review_priority,0.35,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02923700_exc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02923700_exc__item6_C1,NCT02923700,NCT02923700_exc__item6,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duration_marker_missing_from_temporal_context,,duration_marker_missing_from_temporal_context;high_semantic:duration_marker_missing_from_temporal_context;layer1_policy_mandatory_rescue_or_review;quantitative_cue_not_represented,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02923700_inc__item2_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02923700_inc__item2_C3,NCT02923700,NCT02923700_inc__item2,C3,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02926235_inc__item1_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02926235_inc__item1_C2,NCT02926235,NCT02926235_inc__item1,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02944292_exc__item4_C1__A_main_llm_rescue__history_context_recovery,A,NCT02944292_exc__item4_C1,NCT02944292,NCT02944292_exc__item4,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02992938_exc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02992938_exc__item6_C1,NCT02992938,NCT02992938_exc__item6,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context;quantitative_cue_not_represented;temporal_marker_without_temporal_context,review_priority,0.35,keep_without_layer2_action,reference_high_support_not_auto_accept,0.85,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02992938_exc__item6_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02992938_exc__item6_C2,NCT02992938,NCT02992938_exc__item6,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context;quantitative_cue_not_represented;temporal_marker_without_temporal_context,review_priority,0.35,computability_review,reference_high_support_not_auto_accept,0.85,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03019562_inc__item3_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT03019562_inc__item3_C1,NCT03019562,NCT03019562_inc__item3,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03034733_exc__item5_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT03034733_exc__item5_C1,NCT03034733,NCT03034733_exc__item5,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03034733_inc__item1_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT03034733_inc__item1_C1,NCT03034733,NCT03034733_inc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,1.0,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03034733_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT03034733_inc__item2_C1,NCT03034733,NCT03034733_inc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03104816_exc__item1_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT03104816_exc__item1_C1,NCT03104816,NCT03104816_exc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,layer1_inventory_flag;temporal_marker_without_temporal_context,review_priority,0.4,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
