review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I00123,NCT00625742,NCT00625742_exc,NCT00625742_exc__item4,4,exclusion,multi_clause,"Have pulmonary edema, ascites or pitting edema on clinical examination.",C2,ascites on clinical examination,"Have pulmonary edema, ascites or pitting edema on clinical examination.",FALSE,OR,,entity_type=condition | entity=ascites | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=ascites | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00123,NCT00625742,NCT00625742_exc,NCT00625742_exc__item4,4,exclusion,multi_clause,"Have pulmonary edema, ascites or pitting edema on clinical examination.",C3,pitting edema on clinical examination,"Have pulmonary edema, ascites or pitting edema on clinical examination.",FALSE,,,entity_type=condition | entity=pitting edema | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=pitting edema | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00124,NCT00625742,NCT00625742_exc,NCT00625742_exc__item5,5,exclusion,non_computable,Are unable to walk.,C1,are unable to walk,Are unable to walk.,FALSE,,,entity_type=other | entity=are unable to walk | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=unable to walk | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,incorrect,A,,wrong_computability,B claims computable for 'unable to walk' � wrong
I00125,NCT00625742,NCT00625742_exc,NCT00625742_exc__item6,6,exclusion,multi_clause,"Have a history of serious adverse gastrointestinal events (i.e., bleeding or perforation),history of a coagulopathy or current anti-coagulant use.",C1,"history of serious adverse gastrointestinal events (i.e., bleeding)","history of serious adverse gastrointestinal events (i.e., bleeding or perforation)",FALSE,OR,,entity_type=condition | entity=adverse gastrointestinal events | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=serious adverse gastrointestinal bleeding event | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Severity qualifier ('serious adverse') is not precisely defined.,partial,correct,B,too_broad_entity,,A loses 'serious'
I00125,NCT00625742,NCT00625742_exc,NCT00625742_exc__item6,6,exclusion,multi_clause,"Have a history of serious adverse gastrointestinal events (i.e., bleeding or perforation),history of a coagulopathy or current anti-coagulant use.",C2,"history of serious adverse gastrointestinal events (i.e., perforation)","history of serious adverse gastrointestinal events (i.e., bleeding or perforation)",FALSE,OR,,entity_type=condition | entity=adverse gastrointestinal events | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=serious adverse gastrointestinal perforation event | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Severity qualifier ('serious adverse') is not precisely defined.,partial,correct,B,too_broad_entity,,Same
I00125,NCT00625742,NCT00625742_exc,NCT00625742_exc__item6,6,exclusion,multi_clause,"Have a history of serious adverse gastrointestinal events (i.e., bleeding or perforation),history of a coagulopathy or current anti-coagulant use.",C3,history of a coagulopathy,history of a coagulopathy,FALSE,OR,,entity_type=condition | entity=coagulopathy | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=coagulopathy | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00125,NCT00625742,NCT00625742_exc,NCT00625742_exc__item6,6,exclusion,multi_clause,"Have a history of serious adverse gastrointestinal events (i.e., bleeding or perforation),history of a coagulopathy or current anti-coagulant use.",C4,current anti-coagulant use,current anti-coagulant use,FALSE,,,entity_type=drug | entity=anti-coagulant | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=drug | entity=anti-coagulant | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00126,NCT00625742,NCT00625742_exc,NCT00625742_exc__item7,7,exclusion,simple,Have an ALT/AST>3x upper limit of normal.,C1,ALT/AST > 3x upper limit of normal,Have an ALT/AST>3x upper limit of normal.,FALSE,,,entity_type=lab | entity=ALT/AST | operator=> | value_type=scalar | value=3 | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=lab | entity=ALT/AST | operator=> | value_type=scalar | value=""3x upper limit of normal"" | unit=None | temporal= | history=None | computability=partial | reason=Ambiguous whether criterion applies to ALT, AST, or either; ULN is lab-specific and not provided as a numeric threshold.",partial,correct,B,missing_unit,,Both partial; B preserves ULN concept better
I00127,NCT00625742,NCT00625742_exc,NCT00625742_exc__item8,8,exclusion,simple,Patients on methotrexate.,C1,patients on methotrexate,Patients on methotrexate.,FALSE,,,entity_type=drug | entity=methotrexate | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=methotrexate | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00128,NCT00625742,NCT00625742_exc,NCT00625742_exc__item9,9,exclusion,simple,Patients taking melatonin receptor agonists (such as Rozerem® [ramelteon]).,C1,taking melatonin receptor agonists,Patients taking melatonin receptor agonists (such as Rozerem® [ramelteon]).,FALSE,,,entity_type=drug | entity=melatonin receptor agonists | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=melatonin receptor agonists | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00129,NCT00904202,NCT00904202_inc,NCT00904202_inc__item1,1,inclusion,multi_clause,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",C1,had a diagnosis of PHN,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",FALSE,OR,,entity_type=condition | entity=PHN | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=PHN (postherpetic neuralgia) | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00129,NCT00904202,NCT00904202_inc,NCT00904202_inc__item1,1,inclusion,multi_clause,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",C2,had a diagnosis of DN,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",FALSE,OR,,entity_type=condition | entity=DN | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=DN (diabetic neuropathy) | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00129,NCT00904202,NCT00904202_inc,NCT00904202_inc__item1,1,inclusion,multi_clause,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",C3,had a diagnosis of CRPS,"Had a diagnosis of PHN, DN, CRPS, carpal tunnel syndrome, HIV neuropathy, idiopathic sensory neuropathy, or other peripheral neuropathy (upon mutual agreement of the sponsor and investigator)",FALSE,OR,,entity_type=condition | entity=CRPS | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=CRPS (complex regional pain syndrome) | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
