plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
B__NCT03260881_exc__item7_C5__B_main_llm_rescue__entity_regrounding,B,NCT03260881_exc__item7_C5,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""history_context""]",diabetes secondary to pancreatectomy,diabetes secondary to pancreatectomy,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.25/5). The best generated candidate was LLM_candidate_1 with score 4.62/5, improving by at least 0.25.",high
B__NCT03260881_inc__item2_C4__B_main_llm_rescue__entity_regrounding,B,NCT03260881_inc__item2_C4,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],liraglutide not as first-line therapy,liraglutide not as first-line therapy,not_exists,not_exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 2.88/5; B_current score 2.88/5.,low
B__NCT03260881_inc__item6_C5__B_main_llm_rescue__entity_regrounding,B,NCT03260881_inc__item6_C5,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],not exposed to higher risk by using liraglutide,not exposed to higher risk by using liraglutide,not_exists,not_exists,null,null,,,,,non_computable,non_computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.75/5; B_current score 3.75/5.,low
B__NCT03344887_exc__item2_C2__B_main_llm_rescue__entity_regrounding,B,NCT03344887_exc__item2_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],emergency randomization completion,emergency randomization completion,not_exists,not_exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.50/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03344887_exc__item3_C2__B_main_llm_rescue__polarity_negation_repair,B,NCT03344887_exc__item3_C2,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""operator""]",match RBC units,impossible to match RBC units,not_exists,contains,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,"B_current failed or was weaker (3.75/5). The best generated candidate was LLM_candidate_1 with score 4.25/5, improving by at least 0.25.",high
B__NCT03344887_inc__item1_C1__B_main_llm_rescue__polarity_negation_repair,B,NCT03344887_inc__item1_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],neonate,neonate,not_exists,not_exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.38/5; B_current score 4.38/5.,low
B__NCT03344887_inc__item1_C2__B_main_llm_rescue__entity_regrounding,B,NCT03344887_inc__item1_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],allogeneic RBC transfusion for treatment of anemia,allogeneic RBC transfusion for treatment of anemia,exists,exists,range,range,"{""min"": 1, ""max"": null}","{""min"": 1, ""max"": null}",transfusion,transfusion,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.38/5; B_current score 4.38/5.,low
B__NCT03376763_exc__item1_C3__B_main_llm_rescue__entity_regrounding,B,NCT03376763_exc__item1_C3,select_candidate,LLM_candidate_2,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",medically significant adverse events with aripiprazole,medically significant adverse events or intolerance with aripiprazole,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (3.62/5). The best generated candidate was LLM_candidate_2 with score 4.06/5, improving by at least 0.25.",high
B__NCT03376763_exc__item1_C4__B_main_llm_rescue__temporal_context_recovery,B,NCT03376763_exc__item1_C4,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],intolerance with aripiprazole,intolerance with aripiprazole,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.62/5; B_current score 3.62/5.,low
B__NCT03376763_exc__item2_C1__B_main_llm_rescue__entity_regrounding,B,NCT03376763_exc__item2_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],current DSM-IV-TR diagnosis other than schizophrenia,current DSM-IV-TR diagnosis other than schizophrenia,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.19/5; B_current score 4.19/5.,low
B__NCT03376763_exc__item2_C2__B_main_llm_rescue__entity_regrounding,B,NCT03376763_exc__item2_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],current DSM-5 diagnosis other than schizophrenia,current DSM-5 diagnosis other than schizophrenia,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=LLM_candidate_1 score 4.38/5; B_current score 4.31/5.,low
B__NCT03376763_exc__item5_C1__B_main_llm_rescue__entity_regrounding,B,NCT03376763_exc__item5_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],oral antipsychotics over maximum maintenance dose,oral antipsychotics over maximum maintenance dose,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.38/5; B_current score 4.38/5.,low
B__NCT03376763_inc__item2_C1__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item2_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],sex,sex,=,=,scalar,scalar,male,male,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.88/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03376763_inc__item2_C2__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item2_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],sex,sex,=,=,scalar,scalar,female,female,,,computable,computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.00/5; B_current score 4.00/5.,low
B__NCT03376763_inc__item2_C3__B_main_llm_rescue__branch_b_field_level_semantic_judge,B,NCT03376763_inc__item2_C3,select_candidate,LLM_candidate_2,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""operator""]",age,aged,>=,=,scalar,scalar,19,19,year,year,computable,computable,pass,[],select_candidate,,,"B_current failed or was weaker (4.25/5). The best generated candidate was LLM_candidate_2 with score 4.50/5, improving by at least 0.25.",high
B__NCT03376763_inc__item3_C1__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item3_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],schizophrenia (DSM-IV-TR criteria),schizophrenia (DSM-IV-TR criteria),exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.00/5; B_current score 4.00/5.,low
B__NCT03376763_inc__item3_C2__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item3_C2,select_candidate,LLM_candidate_3,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""non_computable_reason""]",schizophrenia (DSM-5 criteria),schizophrenia,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.00/5). The best generated candidate was LLM_candidate_3 with score 4.25/5, improving by at least 0.25.",high
B__NCT03376763_inc__item3_C3__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item3_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],schizophrenia illness duration,schizophrenia illness duration,>=,>=,scalar,scalar,3,3,year,year,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.56/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03376763_inc__item4_C3__B_main_llm_rescue__entity_regrounding,B,NCT03376763_inc__item4_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],current dose (antipsychotic drugs),current dose (antipsychotic drugs),exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=LLM_candidate_3 score 3.94/5; B_current score 3.25/5.,low
B__NCT03376763_inc__item5_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT03376763_inc__item5_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],antipsychotic treatment (other than clozapine),antipsychotic treatment (other than clozapine),exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=LLM_candidate_1 score 4.25/5; B_current score 4.12/5.,low
B__NCT03388840_exc__item2_C1__B_main_llm_rescue__entity_regrounding,B,NCT03388840_exc__item2_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],sex,sex,=,=,scalar,scalar,female,female,,,computable,computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.25/5; B_current score 4.25/5.,low
B__NCT03388840_inc__item1_C1__B_main_llm_rescue__entity_regrounding,B,NCT03388840_inc__item1_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],sex,sex,=,=,scalar,scalar,male,male,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (5.00/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03388840_inc__item1_C3__B_main_llm_rescue__entity_regrounding,B,NCT03388840_inc__item1_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],age,age,between,between,range,range,"{""min"": 18, ""max"": 60}","{""min"": 18, ""max"": 60}",year,year,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (5.00/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03400735_exc__item5_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT03400735_exc__item5_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],antibiotic use,antibiotic use,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 2.88/5; B_current score 2.88/5.,low
B__NCT03400735_exc__item5_C2__B_main_llm_rescue__condition_exception_context_recovery,B,NCT03400735_exc__item5_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],study drugs,study drugs,not_exists,not_exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 1.88/5; B_current score 1.88/5.,low
B__NCT03404804_exc__item10_C1__B_main_llm_rescue__temporal_context_recovery,B,NCT03404804_exc__item10_C1,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""temporal_context"", ""history_context""]",non-English speaking families,non-English speaking families,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.19/5). The best generated candidate was LLM_candidate_1 with score 4.62/5, improving by at least 0.25.",high
B__NCT03404804_exc__item9_C5__B_main_llm_rescue__entity_regrounding,B,NCT03404804_exc__item9_C5,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],too acutely ill for participation as determined by ED patient care team,too acutely ill for participation as determined by ED patient care team,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.62/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT03404804_inc__item1_C3__B_main_llm_rescue__entity_regrounding,B,NCT03404804_inc__item1_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Reported allergic reaction to penicillin antibiotic,Reported allergic reaction to penicillin antibiotic,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.00/5; B_current score 4.00/5.,low
B__NCT03416413_exc__item8_C1__B_main_llm_rescue__value_or_operator_recovery,B,NCT03416413_exc__item8_C1,select_candidate,LLM_candidate_3,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""operator"", ""value"", ""value_type""]",ability to attend follow-up appointments,Inability to attend follow-up appointments,=,exists,scalar,null,unable,,,,non_computable,non_computable,pass,[],select_candidate,,,"B_current failed or was weaker (4.38/5). The best generated candidate was LLM_candidate_3 with score 4.88/5, improving by at least 0.25.",high
B__NCT03420638_inc__item1_C2__B_main_llm_rescue__entity_regrounding,B,NCT03420638_inc__item1_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],only procedure (no other procedures planned besides bilateral palatine tonsillectomy),only procedure (no other procedures planned besides bilateral palatine tonsillectomy),not_exists,not_exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 2.50/5; B_current score 2.50/5.,low
